imageid,key1
lindau_000000_000029_leftImg8bit,0.995856810081
lindau_000001_000029_leftImg8bit,0.229210997122
lindau_000002_000029_leftImg8bit,0.177091934951
lindau_000003_000029_leftImg8bit,0.335220804729
lindau_000004_000029_leftImg8bit,0.853096028605
lindau_000005_000029_leftImg8bit,0.123030538174
lindau_000006_000029_leftImg8bit,0.425480813617
lindau_000007_000029_leftImg8bit,0.242087239956
lindau_000008_000029_leftImg8bit,0.196735668424
lindau_000009_000029_leftImg8bit,0.241759950822
lindau_000010_000029_leftImg8bit,0.942859463575
lindau_000011_000029_leftImg8bit,0.564739646087
lindau_000012_000029_leftImg8bit,0.620200579468
lindau_000013_000029_leftImg8bit,0.546706373018
lindau_000014_000029_leftImg8bit,0.610220214747
lindau_000015_000029_leftImg8bit,0.103097185306
lindau_000016_000029_leftImg8bit,0.936528480557
lindau_000017_000029_leftImg8bit,0.304343741476
lindau_000018_000029_leftImg8bit,0.639983458687
lindau_000019_000029_leftImg8bit,0.549486368929
lindau_000020_000029_leftImg8bit,0.045444677129
lindau_000021_000029_leftImg8bit,0.102159501968
lindau_000022_000029_leftImg8bit,0.711010045866
lindau_000023_000029_leftImg8bit,0.112660811248
lindau_000024_000029_leftImg8bit,0.366270081205
lindau_000025_000029_leftImg8bit,0.680555172857
lindau_000026_000029_leftImg8bit,0.662805980911
lindau_000027_000029_leftImg8bit,0.944748749521
lindau_000028_000029_leftImg8bit,0.168604452881
lindau_000029_000029_leftImg8bit,0.448072873227
lindau_000030_000029_leftImg8bit,0.385263187742
lindau_000031_000029_leftImg8bit,0.343945574483
lindau_000032_000029_leftImg8bit,0.209001383004
lindau_000033_000029_leftImg8bit,0.868888793456
lindau_000034_000029_leftImg8bit,0.665892779595
lindau_000035_000029_leftImg8bit,0.86774540989
lindau_000036_000029_leftImg8bit,0.815019311694
lindau_000037_000029_leftImg8bit,0.494546036373
lindau_000038_000029_leftImg8bit,0.0316150969415
lindau_000039_000029_leftImg8bit,0.46528304395
lindau_000040_000029_leftImg8bit,0.49810676721
lindau_000041_000029_leftImg8bit,0.563199926089
lindau_000042_000029_leftImg8bit,0.466014529538
lindau_000043_000029_leftImg8bit,0.686443062969
lindau_000044_000029_leftImg8bit,0.332868340798
lindau_000045_000029_leftImg8bit,0.882818558601
lindau_000046_000029_leftImg8bit,0.6556429908
lindau_000047_000029_leftImg8bit,0.940315070684
lindau_000048_000029_leftImg8bit,0.0497262387641
lindau_000049_000029_leftImg8bit,0.855198972643
lindau_000050_000029_leftImg8bit,0.883185452926
lindau_000051_000029_leftImg8bit,0.667364945992
lindau_000052_000029_leftImg8bit,0.362687488311
lindau_000053_000029_leftImg8bit,0.969524585837
lindau_000054_000029_leftImg8bit,0.137499705441
lindau_000055_000029_leftImg8bit,0.982637572016
lindau_000056_000029_leftImg8bit,0.258308395459
lindau_000057_000029_leftImg8bit,0.767923823657
lindau_000058_000029_leftImg8bit,0.921451769738
