imageid,key1
bochum_000000_000029_leftImg8bit,0.719954033798
bochum_000001_000029_leftImg8bit,0.686155506136
bochum_000002_000029_leftImg8bit,0.442817854858
bochum_000003_000029_leftImg8bit,0.544435284728
bochum_000004_000029_leftImg8bit,0.413287271782
bochum_000005_000029_leftImg8bit,0.466767606899
bochum_000006_000029_leftImg8bit,0.579692301667
bochum_000007_000029_leftImg8bit,0.635708689825
bochum_000008_000029_leftImg8bit,0.531765491198
bochum_000009_000029_leftImg8bit,0.0739479490991
bochum_000010_000029_leftImg8bit,0.904985691355
bochum_000011_000029_leftImg8bit,0.886288574579
bochum_000012_000029_leftImg8bit,0.976614498242
bochum_000013_000029_leftImg8bit,0.0616930507595
bochum_000014_000029_leftImg8bit,0.0574510118543
bochum_000015_000029_leftImg8bit,0.48311168667
bochum_000016_000029_leftImg8bit,0.639705099767
bochum_000017_000029_leftImg8bit,0.949306029982
bochum_000018_000029_leftImg8bit,0.974364552023
bochum_000019_000029_leftImg8bit,0.392383532664
bochum_000020_000029_leftImg8bit,0.242046338258
bochum_000021_000029_leftImg8bit,0.897825465698
bochum_000022_000029_leftImg8bit,0.066860077149
bochum_000023_000029_leftImg8bit,0.306959301497
bochum_000024_000029_leftImg8bit,0.567447922327
bochum_000025_000029_leftImg8bit,0.239754297947
bochum_000026_000029_leftImg8bit,0.745936277554
bochum_000027_000029_leftImg8bit,0.54726807403
bochum_000028_000029_leftImg8bit,0.683825027458
bochum_000029_000029_leftImg8bit,0.274214078467
bochum_000030_000029_leftImg8bit,0.225321919482
bochum_000031_000029_leftImg8bit,0.679151516326
bochum_000032_000029_leftImg8bit,0.117078519554
bochum_000033_000029_leftImg8bit,0.866682111592
bochum_000034_000029_leftImg8bit,0.484811541144
bochum_000035_000029_leftImg8bit,0.797759705725
bochum_000036_000029_leftImg8bit,0.702947675075
bochum_000037_000029_leftImg8bit,0.968117591948
bochum_000038_000029_leftImg8bit,0.63531946707
bochum_000039_000029_leftImg8bit,0.584687970494
bochum_000040_000029_leftImg8bit,0.580763079706
bochum_000041_000029_leftImg8bit,0.468506811981
bochum_000042_000029_leftImg8bit,0.4631413945
bochum_000043_000029_leftImg8bit,0.0713972909145
bochum_000044_000029_leftImg8bit,0.922747303657
bochum_000045_000029_leftImg8bit,0.237900520124
bochum_000046_000029_leftImg8bit,0.12850112589
bochum_000047_000029_leftImg8bit,0.979782876841
bochum_000048_000029_leftImg8bit,0.156611447732
bochum_000049_000029_leftImg8bit,0.762109064771
bochum_000050_000029_leftImg8bit,0.414664396661
bochum_000051_000029_leftImg8bit,0.375594694585
bochum_000052_000029_leftImg8bit,0.221193508334
bochum_000053_000029_leftImg8bit,0.618768538729
bochum_000054_000029_leftImg8bit,0.426271672342
bochum_000055_000029_leftImg8bit,0.0870092139662
bochum_000056_000029_leftImg8bit,0.143582765086
bochum_000057_000029_leftImg8bit,0.0339560596965
bochum_000058_000029_leftImg8bit,0.26491200781
bochum_000059_000029_leftImg8bit,0.929568132972
bochum_000060_000029_leftImg8bit,0.983487363182
bochum_000061_000029_leftImg8bit,0.398779420501
bochum_000062_000029_leftImg8bit,0.77620731574
bochum_000063_000029_leftImg8bit,0.346342198492
bochum_000064_000029_leftImg8bit,0.273826899382
bochum_000065_000029_leftImg8bit,0.0882219581799
bochum_000066_000029_leftImg8bit,0.805756528509
bochum_000067_000029_leftImg8bit,0.0110866855734
bochum_000068_000029_leftImg8bit,0.732320899231
bochum_000069_000029_leftImg8bit,0.176862228384
bochum_000070_000029_leftImg8bit,0.903964454445
bochum_000071_000029_leftImg8bit,0.331848691329
bochum_000072_000029_leftImg8bit,0.866290636528
bochum_000073_000029_leftImg8bit,0.371751598315
bochum_000074_000029_leftImg8bit,0.04084865711
bochum_000075_000029_leftImg8bit,0.722192652687
bochum_000076_000029_leftImg8bit,0.738236631205
bochum_000077_000029_leftImg8bit,0.153661484616
bochum_000078_000029_leftImg8bit,0.315001871339
bochum_000079_000029_leftImg8bit,0.284166829714
bochum_000080_000029_leftImg8bit,0.547468197949
bochum_000081_000029_leftImg8bit,0.293026085228
bochum_000082_000029_leftImg8bit,0.526298344695
bochum_000083_000029_leftImg8bit,0.190704879681
bochum_000084_000029_leftImg8bit,0.499170062955
bochum_000085_000029_leftImg8bit,0.59368213801
bochum_000086_000029_leftImg8bit,0.161815667918
bochum_000087_000029_leftImg8bit,0.682466229316
bochum_000088_000029_leftImg8bit,0.65289046032
bochum_000089_000029_leftImg8bit,0.865792328801
bochum_000090_000029_leftImg8bit,0.108289477146
bochum_000091_000029_leftImg8bit,0.695698066781
bochum_000092_000029_leftImg8bit,0.785609385786
bochum_000093_000029_leftImg8bit,0.58221591374
bochum_000094_000029_leftImg8bit,0.442105358164
bochum_000095_000029_leftImg8bit,0.597880608627
