imageid,key1
berlin_000000_000029_leftImg8bit,0.932411641625
berlin_000001_000029_leftImg8bit,0.722529691733
berlin_000002_000029_leftImg8bit,0.439455915989
berlin_000003_000029_leftImg8bit,0.766271469668
berlin_000004_000029_leftImg8bit,0.409440940556
berlin_000005_000029_leftImg8bit,0.993946104892
berlin_000006_000029_leftImg8bit,0.998996034249
berlin_000007_000029_leftImg8bit,0.650368421722
berlin_000008_000029_leftImg8bit,0.171296720499
berlin_000009_000029_leftImg8bit,0.189893019595
berlin_000010_000029_leftImg8bit,0.793966153644
berlin_000011_000029_leftImg8bit,0.783743188975
berlin_000012_000029_leftImg8bit,0.253973342134
berlin_000013_000029_leftImg8bit,0.00365624212749
berlin_000014_000029_leftImg8bit,0.964785080843
berlin_000015_000029_leftImg8bit,0.209952643298
berlin_000016_000029_leftImg8bit,0.309531939952
berlin_000017_000029_leftImg8bit,0.459810786596
berlin_000018_000029_leftImg8bit,0.876400404907
berlin_000019_000029_leftImg8bit,0.219657381275
berlin_000020_000029_leftImg8bit,0.0080578391989
berlin_000021_000029_leftImg8bit,0.0951420321914
berlin_000022_000029_leftImg8bit,0.234865725424
berlin_000023_000029_leftImg8bit,0.271606964373
berlin_000024_000029_leftImg8bit,0.766368302933
berlin_000025_000029_leftImg8bit,0.0920466456615
berlin_000026_000029_leftImg8bit,0.372171988553
berlin_000027_000029_leftImg8bit,0.828529203317
berlin_000028_000029_leftImg8bit,0.04068407723
berlin_000029_000029_leftImg8bit,0.476286524358
berlin_000030_000029_leftImg8bit,0.479144224695
berlin_000031_000029_leftImg8bit,0.206215672148
berlin_000032_000029_leftImg8bit,0.781305165877
berlin_000033_000029_leftImg8bit,0.343555801983
berlin_000034_000029_leftImg8bit,0.228850013489
berlin_000035_000029_leftImg8bit,0.946257832526
berlin_000036_000029_leftImg8bit,0.988540873757
berlin_000037_000029_leftImg8bit,0.99533677501
berlin_000038_000029_leftImg8bit,0.534289013074
berlin_000039_000029_leftImg8bit,0.486287800161
berlin_000040_000029_leftImg8bit,0.388217472302
berlin_000041_000029_leftImg8bit,0.994150078497
berlin_000042_000029_leftImg8bit,0.629724457137
berlin_000043_000029_leftImg8bit,0.139010320937
berlin_000044_000029_leftImg8bit,0.709967900051
berlin_000045_000029_leftImg8bit,0.970961945055
berlin_000046_000029_leftImg8bit,0.764807732628
berlin_000047_000029_leftImg8bit,0.833760724074
berlin_000048_000029_leftImg8bit,0.891148018356
berlin_000049_000029_leftImg8bit,0.737341690166
berlin_000050_000029_leftImg8bit,0.0696494266465
berlin_000051_000029_leftImg8bit,0.598689363997
berlin_000052_000029_leftImg8bit,0.371857807773
berlin_000053_000029_leftImg8bit,0.906944413413
berlin_000054_000029_leftImg8bit,0.422868946194
berlin_000055_000029_leftImg8bit,0.0875540745682
berlin_000056_000029_leftImg8bit,0.576226255489
berlin_000057_000029_leftImg8bit,0.979798772711
berlin_000058_000029_leftImg8bit,0.575370996684
berlin_000059_000029_leftImg8bit,0.821651294918
berlin_000060_000029_leftImg8bit,0.400610670783
berlin_000061_000029_leftImg8bit,0.738875843224
berlin_000062_000029_leftImg8bit,0.535785876747
berlin_000063_000029_leftImg8bit,0.16605411045
berlin_000064_000029_leftImg8bit,0.803948805459
berlin_000065_000029_leftImg8bit,0.608030119608
berlin_000066_000029_leftImg8bit,0.79154333654
berlin_000067_000029_leftImg8bit,0.0448619337926
berlin_000068_000029_leftImg8bit,0.804834432064
berlin_000069_000029_leftImg8bit,0.232153940301
berlin_000070_000029_leftImg8bit,0.669389576628
berlin_000071_000029_leftImg8bit,0.112110081933
berlin_000072_000029_leftImg8bit,0.676623214167
berlin_000073_000029_leftImg8bit,0.875934634677
berlin_000074_000029_leftImg8bit,0.453096724326
berlin_000075_000029_leftImg8bit,0.450100100151
berlin_000076_000029_leftImg8bit,0.100648454099
berlin_000077_000029_leftImg8bit,0.81810278765
berlin_000078_000029_leftImg8bit,0.106721174008
berlin_000079_000029_leftImg8bit,0.601497154409
berlin_000080_000029_leftImg8bit,0.43982410721
berlin_000081_000029_leftImg8bit,0.991261444884
berlin_000082_000029_leftImg8bit,0.571391763905
berlin_000083_000029_leftImg8bit,0.327558725583
berlin_000084_000029_leftImg8bit,0.0455303708433
berlin_000085_000029_leftImg8bit,0.319066770938
berlin_000086_000029_leftImg8bit,0.135536472341
berlin_000087_000029_leftImg8bit,0.233598952514
berlin_000088_000029_leftImg8bit,0.604681008585
berlin_000089_000029_leftImg8bit,0.270128467098
berlin_000090_000029_leftImg8bit,0.692199094403
berlin_000091_000029_leftImg8bit,0.929843084551
berlin_000092_000029_leftImg8bit,0.187337015589
berlin_000093_000029_leftImg8bit,0.511567077949
berlin_000094_000029_leftImg8bit,0.38730969993
berlin_000095_000029_leftImg8bit,0.847448997519
berlin_000096_000029_leftImg8bit,0.00940550415716
berlin_000097_000029_leftImg8bit,0.136180169629
berlin_000098_000029_leftImg8bit,0.759839231159
berlin_000099_000029_leftImg8bit,0.73696024668
berlin_000100_000029_leftImg8bit,0.827941081035
berlin_000101_000029_leftImg8bit,0.199562184613
berlin_000102_000029_leftImg8bit,0.671053016312
berlin_000103_000029_leftImg8bit,0.299637745772
berlin_000104_000029_leftImg8bit,0.660770719955
berlin_000105_000029_leftImg8bit,0.550462593441
berlin_000106_000029_leftImg8bit,0.0458668831264
berlin_000107_000029_leftImg8bit,0.0113713030466
berlin_000108_000029_leftImg8bit,0.709392840173
berlin_000109_000029_leftImg8bit,0.302645039188
berlin_000110_000029_leftImg8bit,0.520545474036
berlin_000111_000029_leftImg8bit,0.709950666003
berlin_000112_000029_leftImg8bit,0.762651527234
berlin_000113_000029_leftImg8bit,0.272176387197
berlin_000114_000029_leftImg8bit,0.53581568039
berlin_000115_000029_leftImg8bit,0.0444503449231
berlin_000116_000029_leftImg8bit,0.724506855815
berlin_000117_000029_leftImg8bit,0.00185353959556
berlin_000118_000029_leftImg8bit,0.0246680553367
berlin_000119_000029_leftImg8bit,0.0757695805756
berlin_000120_000029_leftImg8bit,0.843874773861
berlin_000121_000029_leftImg8bit,0.908027975366
berlin_000122_000029_leftImg8bit,0.139785201579
berlin_000123_000029_leftImg8bit,0.408065674634
berlin_000124_000029_leftImg8bit,0.184039570028
berlin_000125_000029_leftImg8bit,0.667408954669
berlin_000126_000029_leftImg8bit,0.538000398539
berlin_000127_000029_leftImg8bit,0.632979426432
berlin_000128_000029_leftImg8bit,0.931610190638
berlin_000129_000029_leftImg8bit,0.627267767623
berlin_000130_000029_leftImg8bit,0.845950516215
berlin_000131_000029_leftImg8bit,0.385536033111
berlin_000132_000029_leftImg8bit,0.325831086638
berlin_000133_000029_leftImg8bit,0.0265960853531
